Datetime,Close,High,Low,Open,Volume,Adj Close
2026-04-29 09:30:00-04:00,344.32501220703125,345.17999267578125,342.69000244140625,342.7449951171875,971588,344.32501220703125
2026-04-29 09:35:00-04:00,345.94000244140625,346.04998779296875,343.8399963378906,344.2699890136719,354857,345.94000244140625
2026-04-29 09:40:00-04:00,346.8550109863281,347.0199890136719,345.8599853515625,345.944091796875,369153,346.8550109863281
2026-04-29 09:45:00-04:00,348.20001220703125,348.7099914550781,346.32000732421875,346.75,339051,348.20001220703125
2026-04-29 09:50:00-04:00,349.010009765625,349.3999938964844,348.1199951171875,348.20001220703125,287621,349.010009765625
2026-04-29 09:55:00-04:00,349.7650146484375,349.7699890136719,348.6000061035156,349.19000244140625,243026,349.7650146484375
2026-04-29 10:00:00-04:00,349.4599914550781,349.989990234375,348.6099853515625,349.7900085449219,309042,349.4599914550781
2026-04-29 10:05:00-04:00,348.8900146484375,349.3399963378906,348.6499938964844,349.32501220703125,196223,348.8900146484375
2026-04-29 10:10:00-04:00,349.8699951171875,350.2900085449219,348.7900085449219,348.8699951171875,376011,349.8699951171875
2026-04-29 10:15:00-04:00,349.9849853515625,350.0797119140625,349.2699890136719,349.82000732421875,179856,349.9849853515625
2026-04-29 10:20:00-04:00,350.5400085449219,350.56988525390625,349.9049987792969,349.94000244140625,266543,350.5400085449219
2026-04-29 10:25:00-04:00,351.3299865722656,351.4200134277344,350.54998779296875,350.55999755859375,229823,351.3299865722656
2026-04-29 10:30:00-04:00,352.80999755859375,352.9100036621094,350.92999267578125,351.3599853515625,296365,352.80999755859375
2026-04-29 10:35:00-04:00,352.6199951171875,353.3900146484375,352.5801086425781,352.7300109863281,260917,352.6199951171875
2026-04-29 10:40:00-04:00,352.8299865722656,353.04998779296875,351.79998779296875,352.6199951171875,620668,352.8299865722656
2026-04-29 10:45:00-04:00,351.54998779296875,352.864990234375,351.5,352.864990234375,187805,351.54998779296875
2026-04-29 10:50:00-04:00,350.82000732421875,351.8276062011719,350.7200012207031,351.54998779296875,224448,350.82000732421875
2026-04-29 10:55:00-04:00,349.7699890136719,350.9599914550781,349.7699890136719,350.8299865722656,269719,349.7699890136719
2026-04-29 11:00:00-04:00,350.664794921875,350.75,349.7699890136719,349.7699890136719,176983,350.664794921875
2026-04-29 11:05:00-04:00,349.7799987792969,350.9599914550781,349.7699890136719,350.6300048828125,183555,349.7799987792969
2026-04-29 11:10:00-04:00,349.31500244140625,350.0292053222656,349.29998779296875,349.75,143638,349.31500244140625
2026-04-29 11:15:00-04:00,349.50750732421875,349.7699890136719,349.2349853515625,349.30499267578125,121394,349.50750732421875
2026-04-29 11:20:00-04:00,349.20001220703125,349.6199951171875,349.010009765625,349.5199890136719,117201,349.20001220703125
2026-04-29 11:25:00-04:00,349.4599914550781,349.7298889160156,349.1499938964844,349.239990234375,396003,349.4599914550781
2026-04-29 11:30:00-04:00,350.05999755859375,350.0899963378906,349.5199890136719,349.5199890136719,162151,350.05999755859375
2026-04-29 11:35:00-04:00,349.90301513671875,350.4599914550781,349.8999938964844,350.04998779296875,129395,349.90301513671875
2026-04-29 11:40:00-04:00,349.45001220703125,350.04998779296875,349.45001220703125,349.9200134277344,89252,349.45001220703125
2026-04-29 11:45:00-04:00,349.68499755859375,349.8800048828125,349.3399963378906,349.4800109863281,129308,349.68499755859375
2026-04-29 11:50:00-04:00,348.7200012207031,349.75,348.364990234375,349.69000244140625,205007,348.7200012207031
2026-04-29 11:55:00-04:00,348.9049987792969,348.989990234375,348.510009765625,348.7598876953125,92310,348.9049987792969
2026-04-29 12:00:00-04:00,348.2760009765625,348.94000244140625,348.1600036621094,348.94000244140625,106323,348.2760009765625
2026-04-29 12:05:00-04:00,348.0150146484375,348.29998779296875,347.8450012207031,348.2850036621094,100515,348.0150146484375
2026-04-29 12:10:00-04:00,348.1600036621094,348.2398986816406,347.95001220703125,347.95001220703125,73399,348.1600036621094
2026-04-29 12:15:00-04:00,347.80999755859375,348.3251037597656,347.7359924316406,348.17559814453125,87256,347.80999755859375
2026-04-29 12:20:00-04:00,347.6199951171875,347.9599914550781,347.45001220703125,347.760009765625,103475,347.6199951171875
2026-04-29 12:25:00-04:00,347.1260070800781,347.70001220703125,347.0,347.6199951171875,105528,347.1260070800781
2026-04-29 12:30:00-04:00,346.2699890136719,347.1050109863281,346.2250061035156,347.1050109863281,124630,346.2699890136719
2026-04-29 12:35:00-04:00,346.1499938964844,346.3949890136719,345.6709899902344,346.32000732421875,142470,346.1499938964844
2026-04-29 12:40:00-04:00,346.4599914550781,346.6000061035156,346.25,346.3699951171875,119354,346.4599914550781
2026-04-29 12:45:00-04:00,346.2915954589844,346.6285095214844,346.1400146484375,346.4800109863281,116681,346.2915954589844
2026-04-29 12:50:00-04:00,346.2300109863281,346.6099853515625,346.1600036621094,346.260009765625,90252,346.2300109863281
2026-04-29 12:55:00-04:00,346.0,346.4100036621094,345.82000732421875,346.2200012207031,115380,346.0
2026-04-29 13:00:00-04:00,345.94000244140625,346.1700134277344,345.5899963378906,346.1099853515625,111740,345.94000244140625
2026-04-29 13:05:00-04:00,346.42999267578125,346.4649963378906,345.92498779296875,346.0,110703,346.42999267578125
2026-04-29 13:10:00-04:00,346.44000244140625,346.55999755859375,346.17999267578125,346.4599914550781,102759,346.44000244140625
2026-04-29 13:15:00-04:00,346.7699890136719,346.94989013671875,346.32501220703125,346.44000244140625,119095,346.7699890136719
2026-04-29 13:20:00-04:00,347.2200012207031,347.3800048828125,346.760009765625,346.7900085449219,130802,347.2200012207031
2026-04-29 13:25:00-04:00,347.2619934082031,347.2799987792969,347.0299987792969,347.2449951171875,60823,347.2619934082031
2026-04-29 13:30:00-04:00,347.3599853515625,347.489990234375,347.15130615234375,347.2799987792969,114110,347.3599853515625
2026-04-29 13:35:00-04:00,347.260009765625,347.42999267578125,347.0849914550781,347.3550109863281,104907,347.260009765625
2026-04-29 13:40:00-04:00,347.39990234375,347.43499755859375,347.135009765625,347.2699890136719,99852,347.39990234375
2026-04-29 13:45:00-04:00,347.3800048828125,347.489990234375,347.0400085449219,347.3900146484375,109423,347.3800048828125
2026-04-29 13:50:00-04:00,347.2049865722656,347.5400085449219,347.0060119628906,347.4599914550781,96846,347.2049865722656
2026-04-29 13:55:00-04:00,347.3900146484375,347.54998779296875,347.1600036621094,347.2300109863281,87174,347.3900146484375
2026-04-29 14:00:00-04:00,346.7099914550781,347.42999267578125,346.6213073730469,347.4100036621094,137922,346.7099914550781
2026-04-29 14:05:00-04:00,346.7300109863281,346.8500061035156,346.3800048828125,346.7099914550781,96245,346.7300109863281
2026-04-29 14:10:00-04:00,347.3450012207031,347.3999938964844,346.6000061035156,346.75,90530,347.3450012207031
2026-04-29 14:15:00-04:00,347.75,348.1000061035156,347.32000732421875,347.32000732421875,105232,347.75
2026-04-29 14:20:00-04:00,347.5849914550781,348.1000061035156,347.4599914550781,347.7300109863281,104292,347.5849914550781
