Date,Price,Cash,Inventory,Avg_Cost,Total_Value
2026-05-04 17:35:00,17.079999923706055,1000.0,0,0.0,1000.0
2026-05-04 17:50:00,17.10890007019043,1000.0,0,0.0,1000.0
2026-05-04 18:10:00,17.075000762939453,1000.0,0,0.0,1000.0
2026-05-04 18:50:00,17.087299346923828,1000.0,0,0.0,1000.0
2026-05-04 19:30:00,17.075000762939453,1000.0,0,0.0,1000.0
2026-05-04 19:35:00,17.075000762939453,1000.0,0,0.0,1000.0
2026-05-04 19:40:00,17.075000762939453,1000.0,0,0.0,1000.0
2026-05-04 19:55:00,17.027999877929688,1000.0,0,0.0,1000.0
2026-05-05 13:30:00,17.184900283813477,1000.0,0,0.0,1000.0
2026-05-05 13:55:00,17.184999465942383,1000.0,0,0.0,1000.0
2026-05-05 14:10:00,17.174999237060547,1000.0,0,0.0,1000.0
2026-05-05 14:20:00,17.165000915527344,1000.0,0,0.0,1000.0
2026-05-05 14:55:00,17.168399810791016,1000.0,0,0.0,1000.0
2026-05-05 15:35:00,17.1742000579834,1000.0,0,0.0,1000.0
2026-05-05 15:45:00,17.127899169921875,1000.0,0,0.0,1000.0
2026-05-05 15:50:00,17.1200008392334,1000.0,0,0.0,1000.0
2026-05-05 16:40:00,17.1200008392334,1000.0,0,0.0,1000.0
2026-05-05 19:25:00,17.15999984741211,1000.0,0,0.0,1000.0
2026-05-05 19:50:00,17.15999984741211,1000.0,0,0.0,1000.0
2026-05-05 19:55:00,17.1200008392334,1000.0,0,0.0,1000.0
2026-05-06 13:30:00,17.09000015258789,1000.0,0,0.0,1000.0
2026-05-06 13:40:00,17.291900634765625,1000.0,0,0.0,1000.0
2026-05-06 14:00:00,17.31999969482422,1000.0,0,0.0,1000.0
2026-05-06 14:20:00,17.34000015258789,1000.0,0,0.0,1000.0
2026-05-06 14:40:00,17.299999237060547,1000.0,0,0.0,1000.0
2026-05-06 14:50:00,17.280000686645508,1000.0,0,0.0,1000.0
2026-05-06 15:40:00,17.290000915527344,1000.0,0,0.0,1000.0
2026-05-06 15:45:00,17.280000686645508,1000.0,0,0.0,1000.0
2026-05-06 16:15:00,17.280000686645508,1000.0,0,0.0,1000.0
2026-05-06 17:30:00,17.264999389648438,1000.0,0,0.0,1000.0
2026-05-06 17:45:00,17.260000228881836,1000.0,0,0.0,1000.0
2026-05-06 17:50:00,17.279199600219727,1000.0,0,0.0,1000.0
2026-05-06 18:05:00,17.260499954223633,1000.0,0,0.0,1000.0
2026-05-06 18:45:00,17.264999389648438,1000.0,0,0.0,1000.0
2026-05-06 19:00:00,17.270000457763672,1000.0,0,0.0,1000.0
2026-05-06 19:05:00,17.270000457763672,1000.0,0,0.0,1000.0
2026-05-06 19:10:00,17.270000457763672,1000.0,0,0.0,1000.0
2026-05-06 19:15:00,17.280000686645508,1000.0,0,0.0,1000.0
2026-05-06 19:20:00,17.280000686645508,1000.0,0,0.0,1000.0
2026-05-06 19:40:00,17.32990074157715,1000.0,0,0.0,1000.0
2026-05-06 19:50:00,17.324600219726562,1000.0,0,0.0,1000.0
2026-05-07 13:30:00,17.339500427246094,1000.0,0,0.0,1000.0
2026-05-07 13:55:00,17.395000457763672,1000.0,0,0.0,1000.0
2026-05-07 14:00:00,17.440000534057617,1000.0,0,0.0,1000.0
2026-05-07 14:05:00,17.440000534057617,1000.0,0,0.0,1000.0
2026-05-07 14:10:00,17.440000534057617,1000.0,0,0.0,1000.0
2026-05-07 16:00:00,17.384899139404297,1000.0,0,0.0,1000.0
2026-05-07 16:05:00,17.3794002532959,1000.0,0,0.0,1000.0
2026-05-07 16:15:00,17.350000381469727,1000.0,0,0.0,1000.0
2026-05-07 19:35:00,17.30780029296875,1000.0,0,0.0,1000.0
2026-05-08 13:30:00,17.360000610351562,1000.0,0,0.0,1000.0
2026-05-08 14:15:00,17.31100082397461,1000.0,0,0.0,1000.0
2026-05-08 14:55:00,17.309999465942383,1000.0,0,0.0,1000.0
